"Story","Title","Result","Date","Stability","Duration (s)"
"Categories","GET- Get all Categories","SUCCESS","2022-05-17T20:23:30.5650559+07:00[Asia/Jakarta]","0.0","17.33"
"Categories","POST - Create Category","SUCCESS","2022-05-17T20:23:48.0897272+07:00[Asia/Jakarta]","0.0","4.02"
