"Story","Title","Result","Date","Stability","Duration (s)"
"Categories","GET- Get all Categories","SUCCESS","2022-05-18T20:43:00.9340853+07:00[Asia/Jakarta]","0.0","80.32"
"Categories","POST - Create Category","SUCCESS","2022-05-18T20:44:21.3585977+07:00[Asia/Jakarta]","0.0","12.24"
